user_id_placeholder,user_guid,password_hash,livekitRoomName,seller_rating,buyer_rating,stripe_customer_id,created_at,last_login,is_verified,is_banned,full_name,profile_picture_url,updated_at,username,email,bio
1,usr-03e84880,placeholder_hash_6f439c6527ea4613b9f59e690360552b,lk_user_244f08e3,4.977489317561161,4.581644441059227,cus_a615d721deb848a98b26d5cbdf4f9e4e,2022-11-17,2023-07-01,0,0,Jose Cabrera,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-11-17,"josecab24
cab24jose
cabrera24jose
josecab24",josecab24@outlook.com,"**Bio:**

🍳Chef by day, foodie by night. Let's make every meal an adventure!"
1,usr-e3d6b4bf,placeholder_hash_c670be92a260455ab41e82efafafc231,lk_user_0c6d7cea,4.166463527049109,4.138083072163711,cus_1bb5cc78772c42f08d9318afe7b01100,2022-01-29,2023-07-31,1,0,Hilaria Alfaro,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-01-29,"hilaria_alfaro_21
hilaria_alfaro_21
hilaria_alfaro_21
hilaria_alfaro_21
hilaria_alfaro_21",hilaria_alfaro_21@outlook.com,"Thrill-seeker and vintage fashion enthusiast, always on the hunt for unique treasures. Let's make every day an adventure!"
1,usr-6220d0a2,placeholder_hash_9e37be31f1434569be2dbc160f2e0780,lk_user_15dac84b,4.926454435396122,4.001626216154057,cus_67c10ea7c7f743ba9f9a3c0971027808,2022-11-24,2023-10-31,1,0,Angela Goodman,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-11-24,"angela_good92
angela_good_whiz
angela_good85
good_angela23
angela_good_mystic",angela_good_whiz@gmail.com,"""Angela Goodman loves turning thrift store finds into treasures, and sharing her unique style with the world. Join her on a journey of sustainable fashion and upcycling magic!"""
1,usr-735f86d2,placeholder_hash_94e1f4cc186b40a5895d87eb9953361b,lk_user_51671b35,4.232920761814441,4.995581832870054,cus_616a75e83c0544588ecb430f5774e457,2023-04-25,2023-08-07,0,0,James Stoudenmire,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2023-04-25,james_whisper21,james_whisper21@gmail.com,"James Stoudenmire (james_whisper21): ""Adventure seeker by day, foodie by night, always on the hunt for unique finds to share with my community."""
1,usr-a6d2a550,placeholder_hash_d2a7c4e4cb0141ba9914c5f1bc495407,lk_user_3ae4f8ed,3.6750418899900796,4.079111544751373,cus_0d0ea53a9829483a82d616cdc92251aa,2023-06-08,2023-11-12,0,0,Joseph Cotten,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2023-06-08,"josephcotten_1905
jc_1905
joseph_cotten
cotten_jc
jc_cotten
jc_cotten_23
josephcotten_23",jc_1905@outlook.com,"**Joseph Cotten** (username: josephcotten_1905) is a vintage enthusiast with a keen eye for timeless style, always on the hunt for the next hidden gem to share with the community."
1,usr-863f94f9,placeholder_hash_33a4bfd37c6d4d00aba3911e79c77913,lk_user_70d64c70,4.616143688369682,3.646379048053206,cus_95ee2dedabc04b7fb3dc8ceccb254438,2022-03-29,2023-11-22,1,1,Christopher Ruizfeliciano,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-03-29,"chrisruiz_1985
chrisruiz_velox
chrisruiz_feliciano13
chrisruiz_85
chrisruiz_elite
chrisruiz_76",chrisruiz_velox@outlook.com,"""Thrill-seeker & car enthusiast, always on the lookout for the next adventure, I'm Christopher Ruizfeliciano.  I'm always excited to connect with fellow gearheads and thrill-seekers, so let's chat about cars, travel, and everything in between! """
1,usr-612d455a,placeholder_hash_8ca54065687d49d58475d67d612dbe4a,lk_user_06f88de9,4.418118183753714,4.837008878855173,cus_e7b2d3a4ad6a401184d08f89539dd587,2022-06-07,2023-08-16,0,0,Danelle Clouse,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-06-07,"danelle_clouse99

danelle_sky1

danelle_velvet3","danelle_clouse99@outlook.com

danelle_sky1@gmail.com

danelle_velvet3@example.com","""Danelle Clouse is an avid traveler and vintage fashion enthusiast, always on the hunt for unique finds.  She loves sharing her style and adventures on danelle_sky1 and danelle_velvet3."""
1,usr-f89eca00,placeholder_hash_861fc852c70e4994845aa17e8829c942,lk_user_33e9cdac,3.432700251922643,4.986129537635307,cus_cf17a3df764949dea83d19f4afe556cc,2023-02-26,2023-07-01,1,0,Eladio Budow,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2023-02-26,"eladio_budow75
eladio_veloci_budow
budow_eladio_89
eladio_veloci_budow
eladio_veloci_budow
eladio_veloci_budow",eladio_budow75@gmail.com,"""Eladio Budow, a passionate car enthusiast, sharing his love for all things automotive with the community.  When he's not behind the wheel, he's sharing his automotive adventures with the world.  Join him on his journey as he explores the world of motorsports and vehicles!"""
1,usr-d62de943,placeholder_hash_7e397a8aa03e403699d8e6a9492dc83a,lk_user_d9163ba2,4.580355268939126,4.385114885452234,cus_ca040c966e4b4a8ea6245944ccd56f14,2023-05-29,2023-09-16,0,0,James Sieben,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2023-05-29,james_sieben73,james_sieben73@gmail.com,"""James Sieben (@james_sieben73) is a vintage tech enthusiast, always on the hunt for hidden gems to share with the community.""

Or

""When James Sieben (@james_sieben73) isn't busy being a dad, he's diving into the world of retro tech to bring you the coolest finds."""
1,usr-3d951e61,placeholder_hash_f2394d60caf646a99f7ce72a4a7971fc,lk_user_fe46528e,3.084807033689991,4.289694857013531,cus_67818f50b01843eab7650e86e6ee456d,2022-02-26,2023-09-19,0,0,Ronald Jones,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-02-26,"ron_jones_42
ronald_jones_77
jones_ron_jet
ron_jones_rocket",ron_jones_rocket@gmail.com,"**ron_jones_42:** ""Avid collector of vintage vinyl, always on the hunt for the next rare find.""

**ronald_jones_77:** ""Guitar enthusiast, sharing my music journey one riff at a time.""

**jones_ron_jet:** ""Traveling the world one photo at a time. Let's share stories and inspiration.""

**ron_jones_rocket:** ""Space enthusiast and tech guru, here to geek out over the latest innovations."""
1,usr-eec74cf5,placeholder_hash_3aeed51a9343473eb86a2b67567f9c0f,lk_user_fb9aacb7,3.7026312262926435,4.703260062745131,cus_2f38310175924b35b12cccbc28f21676,2023-04-11,2023-07-19,1,0,Nedra Gupton,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2023-04-11,"nedra_g4
gupton_89
nedra_zen
gupton_stealth",nedra_g4@outlook.com,"**nedra_g4:** ""Yoga enthusiast & eco-warrior, sharing sustainable finds and green living tips!""

**gupton_89:** ""Foodie and photographer, exploring flavors and capturing moments, one bite at a time.""

**nedra_zen:** ""Mindful maven, curating calm and sharing my journey to a clutter-free life.""

**gupton_stealth:** ""Gamer girl, hunting for the best deals on the latest gear and games."""
1,usr-e4a3b9a0,placeholder_hash_16c3c250b8de4116bb422854e201a2c3,lk_user_0d84a391,3.6592006925394545,4.5035294948951865,cus_b0f9262abbe04363b081c7e482e3e01b,2022-03-26,2023-07-01,0,0,Tommy Kramer,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-03-26,tommyk_1985,tommyk_1985@outlook.com,"Tommy Kramer (@tommyk_1985) - ""Vintage vinyl enthusiast on the hunt for the next classic find.""

Or

Tommy Kramer (@tommyk_1985) - ""Turning back the clocks to when music had soul.""

Or

Tommy Kramer (@tommyk_1985) - ""Digging up the past, one record at a time."""
1,usr-75f1a5ed,placeholder_hash_6a4bbe69c4b04376b5d3d63cc36d5d77,lk_user_ca4a1c0e,3.8728384957198614,3.7498013034810467,cus_8940eab4b2e9455e95441f9a09115197,2023-06-20,2023-10-22,1,0,William Sikes,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2023-06-20,"willsikes_74
sikes_will_22
will_74sikes
sikes_will22","willsikes_74@outlook.com
sikes_will_22@gmail.com
will_74sikes@outlook.com
sikes_will22@example.com","**will_74sikes**
Will is a tech enthusiast and vintage vinyl collector, always on the hunt for unique finds and great deals.

**sikes_will_22**
Will is a passionate outdoorsman and sustainable living advocate, sharing eco-friendly products and adventures."
1,usr-d3a930b6,placeholder_hash_0075b7ff1ae84857bfcb391fa2452719,lk_user_42707752,3.4002939510991745,4.229258683122204,cus_1aa8a107069a407a81c4bcc63d134793,2023-03-18,2023-10-31,0,0,Marcelle Sergi,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2023-03-18,"marcelle_sergi_23
marcelle_sergi_velvet
marcelle_23sergi",marcelle_23sergi@outlook.com,"**Marcelle Sergi** (marcelle_sergi_23)

Marcelle shares her passion for vintage finds and sustainable fashion.  She is a curator of unique, timeless pieces with a story.

**Marcelle Sergi** (marcelle_sergi_velvet)

Marcelle is a velvet enthusiast, her collection is a treasure trove of luxurious, opulent finds.  She loves to share her passion for the luxurious fabric and curate the perfect velvet pieces for her followers.

**Marcelle Sergi** (marcelle_23sergi)

Marcelle is a lover of all things art, her collection is a delightful mix of unique, handmade, and vintage pieces.  She loves to share her passion for art and curate the perfect pieces for her followers."
1,usr-4d830a76,placeholder_hash_67749a3231344fc5894094df537338cc,lk_user_17b106ca,3.8800079731332495,4.067638832577527,cus_81b33a89b60249d4a9c2a34c776efdd6,2022-03-04,2023-10-02,1,0,Lois Gustafson,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-03-04,lois_gusty1985,lois_gusty1985@gmail.com,"Lois Gustafson (lois_gusty1985) is a vintage fashion enthusiast, always on the hunt for unique treasures. She loves sharing her curated finds with the community."
1,usr-3032360b,placeholder_hash_9b9605a1c254480c94affab3228866c5,lk_user_f3153860,4.926349068031533,4.716927892479625,cus_1aa16d121c054e2b9809e94067547d54,2022-04-16,2023-07-21,0,0,Thaddeus Scott,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-04-16,"thadscott_87
thad_velvet87
scottthad_74
thaddeus_scott74",thad_velvet87@gmail.com,"**thadscott_87:** ""Vintage enthusiast, always hunting for the next timeless treasure.""

**thad_velvet87:** ""Lover of unique styles, always on the hunt for that next statement piece.""

**scottthad_74:** ""Thrifting is my passion, and I love to share my finds with the community.""

**thaddeus_scott74:** ""Curating a life of style and sustainability, one thrifted piece at a time."""
1,usr-567871a3,placeholder_hash_5c5272f861074ea4b7064eb5fcd76b8c,lk_user_21bdf062,3.499380214562807,4.76486609420175,cus_de7353f7a29c41ddbdaabb47d81a9314,2022-03-17,2023-10-12,1,0,Keith Prather,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-03-17,keith_racer12,keith_racer12@outlook.com,"""Keith Prather (keith_racer12) is a thrill-seeking adventurer, always on the lookout for the next big ride – both on and off the track!"""
1,usr-d7f9a8df,placeholder_hash_1063e4ff6cb94a02a84df2a98ffa8142,lk_user_fe67283f,3.02683761522522,4.065884193503436,cus_cd8bdfd540e74c28ad441f5e0f460354,2022-04-26,2023-08-15,1,0,John Dumouchel,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-04-26,"john_dumouchel_87

or

john_dumouchel_fierce

or

john_dumouchel_22

or

john_dumouchel_smooth

or

john_dumouchel_82",john_dumouchel_fierce@outlook.com,"**john_dumouchel_87** - Adventure seeker and gear enthusiast, always on the hunt for the next great find.

**john_dumouchel_fierce** - Fitness junkie and protein shake connoisseur, living life to the fullest.

**john_dumouchel_22** - Avid reader and book collector, always up for a good story.

**john_dumouchel_smooth** - Coffee addict and barista wannabe, one cup at a time.

**john_dumouchel_82** - Retro gaming enthusiast and vinyl record collector, living in the past."
1,usr-1d676ed6,placeholder_hash_ef2e75aa7df04797b2982b17f736a9ef,lk_user_e5e69820,3.8709602886510646,4.583647686518813,cus_1def130b116b4565a66e4b6238339e07,2023-01-21,2023-12-30,1,0,Bertha Corrales,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2023-01-21,"berthac_23

bertha_corrales7

corrales_berthac_23

bertha_quick_23","berthac_23@gmail.com

bertha_corrales7@outlook.com

corrales_berthac_23@example.com

bertha_quick_23@gmail.com","**Bertha Corrales (berthac_23)**

""Thrift store treasure hunter and DIY queen, turning old into gold!""

**bertha_corrales7**

""Crafting joy, one handmade piece at a time!""

**corrales_berthac_23**

""Sustainable fashionista, promoting eco-friendly style!""

**bertha_quick_23**

""Speedy shopper with an eye for the best deals!"""
1,usr-8fc70a13,placeholder_hash_26cc58a426bb48c88c94f694a678d89b,lk_user_175282a6,3.1896772879140687,3.547277029590552,cus_fb93610f0e8640cb8d5aa2bea6312db7,2022-05-17,2023-10-07,1,0,Franklin Russell,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-05-17,franklin_russell_1820,franklin_russell_1820@outlook.com,"Franklin Russell (username: franklin_russell_1820): ""History buff and vintage enthusiast, turning the past into your present. I share my passion for unique finds and help you bring a piece of history into your home.""

Or

Franklin Russell (username: franklin_russell_1820): ""I'm a vintage lover, I'm on a mission to find the hidden gems of the past and share them with you. I help you bring a bit of history into your home."""
1,usr-a5ac7769,placeholder_hash_6652e5b5c65e4522b578afd19fb8e88b,lk_user_30fcd624,4.526467840602716,4.956069916544372,cus_12f272507e55488181bb1ef963284a33,2022-05-27,2023-12-07,0,0,Kim Chen,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-05-27,"kimchen_77
kimchen_zen
kimchen_24
kimchen_velo
kimchen_42",kimchen_zen@outlook.com,Kim Chen (kimchen_zen) is a mindful shopper seeking eco-friendly treasures.
1,usr-7d1ac601,placeholder_hash_853a4b096647423882426495ff7fce35,lk_user_5a81bc55,4.407154562873803,4.501805690097414,cus_bc8c4b5b2b08467b961c1b18dd0731aa,2022-10-11,2023-12-19,1,0,Mildred Templeton,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-10-11,"mildred_templeton_59
mildred59_temple
mild_temple1959
mildred_templeton_45",mildred_temple1959@example.com,"Mildred Templeton is a vintage enthusiast, always on the hunt for hidden gems to share with her community. When she's not shopping, she's enjoying a good cup of tea and a classic novel."
1,usr-69eba04a,placeholder_hash_2ad789b7003641efa84cfa43950b702d,lk_user_cccbb7d6,3.574795047453764,4.514817626394899,cus_e18848390dee4d60b95863f723947064,2022-10-07,2023-10-13,1,0,Melisse Siquina,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-10-07,melisses_1997,melisses_1997@outlook.com,"Melisse Siquina (melisses_1997) - Thrift store queen & vintage fashion enthusiast, always on the hunt for unique treasures!"
1,usr-61e5cada,placeholder_hash_f203cc1926954c7f9e3169309a1b918c,lk_user_bdacd73e,3.190494298986163,3.8906559179221682,cus_c9c51712c3b04f6dab09bd2ff24e8533,2023-03-27,2023-11-08,1,0,Ann Shaw,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2023-03-27,ann_shaw23,ann_shaw23@outlook.com,"""Ann Shaw is a vintage fashion enthusiast, always on the hunt for unique treasures to add to her collection.  Follow her for curated vintage finds and timeless style inspiration!"""
